"";"sample";"sampling";"species";"counts";"gf";"date";"morp";"magnification";"info";"cells_ml";"temperature";"nutrients"
"1000";160;11;"dity";154;6;"08.05.";"mix";10;NA;3280,2;12;"HI"
"1001";161;11;"dity";155;6;"08.05.";"mix";10;NA;3301,5;12;"HI"
"1002";162;11;"dity";160;6;"08.05.";"mix";10;NA;3408;12;"HI"
"1003";217;11;"dity";127;6;"08.05.";"mix";10;NA;2705,1;15;"Low"
"1004";218;11;"dity";146;6;"08.05.";"mix";10;NA;3109,8;15;"Low"
"1005";219;11;"dity";129;6;"08.05.";"mix";10;NA;2747,7;15;"Low"
"1006";220;11;"dity";215;6;"08.05.";"mix";10;NA;4579,5;15;"HI"
"1007";221;11;"dity";156;6;"08.05.";"mix";10;NA;3322,8;15;"HI"
"1008";222;11;"dity";243;6;"08.05.";"mix";10;NA;5175,9;15;"HI"
"1009";277;11;"dity";172;6;"08.05.";"mix";10;NA;3663,6;18;"Low"
"1010";278;11;"dity";155;6;"08.05.";"mix";10;NA;3301,5;18;"Low"
"1011";279;11;"dity";122;6;"08.05.";"mix";10;NA;2598,6;18;"Low"
"1012";280;11;"dity";248;6;"08.05.";"mix";10;NA;5282,4;18;"HI"
"1013";281;11;"dity";261;6;"08.05.";"mix";10;NA;5559,3;18;"HI"
"1014";282;11;"dity";254;6;"08.05.";"mix";10;NA;5410,2;18;"HI"
"1015";337;11;"dity";172;6;"08.05.";"mix";10;NA;3663,6;21;"Low"
"1016";338;11;"dity";165;6;"08.05.";"mix";10;NA;3514,5;21;"Low"
"1017";339;11;"dity";134;6;"08.05.";"mix";10;NA;2854,2;21;"Low"
"1018";340;11;"dity";178;6;"08.05.";"mix";10;NA;3791,4;21;"HI"
"1019";341;11;"dity";196;6;"08.05.";"mix";10;NA;4174,8;21;"HI"
"1020";342;11;"dity";196;6;"08.05.";"mix";10;NA;4174,8;21;"HI"
"1021";97;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;9;"Low"
"1022";98;11;"odontella";0;10;"08.05.";"mix";10;NA;0;9;"Low"
"1023";99;11;"odontella";0;10;"08.05.";"mix";10;NA;0;9;"Low"
"1024";100;11;"odontella";0;10;"08.05.";"mix";10;NA;0;9;"HI"
"1025";101;11;"odontella";0;10;"08.05.";"mix";10;NA;0;9;"HI"
"1026";102;11;"odontella";0;10;"08.05.";"mix";10;NA;0;9;"HI"
"1027";157;11;"odontella";0;10;"08.05.";"mix";10;NA;0;12;"Low"
"1028";158;11;"odontella";0;10;"08.05.";"mix";10;NA;0;12;"Low"
"1029";159;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;12;"Low"
"1030";160;11;"odontella";0;10;"08.05.";"mix";10;NA;0;12;"HI"
"1031";161;11;"odontella";0;10;"08.05.";"mix";10;NA;0;12;"HI"
"1032";162;11;"odontella";0;10;"08.05.";"mix";10;NA;0;12;"HI"
"1033";217;11;"odontella";0;10;"08.05.";"mix";10;NA;0;15;"Low"
"1034";218;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;15;"Low"
"1035";219;11;"odontella";0;10;"08.05.";"mix";10;NA;0;15;"Low"
"1036";220;11;"odontella";0;10;"08.05.";"mix";10;NA;0;15;"HI"
"1037";221;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;15;"HI"
"1038";222;11;"odontella";0;10;"08.05.";"mix";10;NA;0;15;"HI"
"1039";277;11;"odontella";0;10;"08.05.";"mix";10;NA;0;18;"Low"
"1040";278;11;"odontella";0;10;"08.05.";"mix";10;NA;0;18;"Low"
"1041";279;11;"odontella";2;10;"08.05.";"mix";10;NA;25,56;18;"Low"
"1042";280;11;"odontella";0;10;"08.05.";"mix";10;NA;0;18;"HI"
"1043";281;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;18;"HI"
"1044";282;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;18;"HI"
"1045";337;11;"odontella";0;10;"08.05.";"mix";10;NA;0;21;"Low"
"1046";338;11;"odontella";6;10;"08.05.";"mix";10;NA;76,68;21;"Low"
"1047";339;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;21;"Low"
"1048";340;11;"odontella";1;10;"08.05.";"mix";10;NA;12,78;21;"HI"
"1049";341;11;"odontella";4;10;"08.05.";"mix";10;NA;51,12;21;"HI"
"1050";342;11;"odontella";3;10;"08.05.";"mix";10;NA;38,34;21;"HI"
"1051";103;11;"asterio";47;6;"08.05.";"pulse";40;NA;16017,6;9;"Low"
"1052";104;11;"asterio";37;6;"08.05.";"pulse";40;NA;12609,6;9;"Low"
"1053";105;11;"asterio";72;6;"08.05.";"pulse";40;NA;24537,6;9;"Low"
"1054";106;11;"asterio";11;6;"08.05.";"pulse";40;NA;3748,8;9;"HI"
"1055";107;11;"asterio";10;6;"08.05.";"pulse";40;NA;3408;9;"HI"
"1056";108;11;"asterio";17;6;"08.05.";"pulse";40;NA;5793,6;9;"HI"
"1057";163;11;"asterio";61;6;"08.05.";"pulse";40;NA;20788,8;12;"Low"
"1058";164;11;"asterio";65;6;"08.05.";"pulse";40;NA;22152;12;"Low"
"1059";165;11;"asterio";43;6;"08.05.";"pulse";40;NA;14654,4;12;"Low"
"1060";166;11;"asterio";16;6;"08.05.";"pulse";40;NA;5452,8;12;"HI"
"1061";167;11;"asterio";18;6;"08.05.";"pulse";40;NA;6134,4;12;"HI"
"1062";168;11;"asterio";16;6;"08.05.";"pulse";40;NA;5452,8;12;"HI"
"1063";223;11;"asterio";148;6;"08.05.";"pulse";40;NA;50438,4;15;"Low"
"1064";224;11;"asterio";162;6;"08.05.";"pulse";40;NA;55209,6;15;"Low"
"1065";225;11;"asterio";111;6;"08.05.";"pulse";40;NA;37828,8;15;"Low"
"1066";226;11;"asterio";118;6;"08.05.";"pulse";40;NA;40214,4;15;"HI"
"1067";227;11;"asterio";12;6;"08.05.";"pulse";40;NA;4089,6;15;"HI"
"1068";228;11;"asterio";72;6;"08.05.";"pulse";40;NA;24537,6;15;"HI"
"1069";283;11;"asterio";188;6;"08.05.";"pulse";40;NA;64070,4;18;"Low"
"1070";284;11;"asterio";218;6;"08.05.";"pulse";40;NA;74294,4;18;"Low"
"1071";285;11;"asterio";303;6;"08.05.";"pulse";40;NA;103262,4;18;"Low"
"1072";286;11;"asterio";54;6;"08.05.";"pulse";40;NA;18403,2;18;"HI"
"1073";287;11;"asterio";36;6;"08.05.";"pulse";40;NA;12268,8;18;"HI"
"1074";288;11;"asterio";111;6;"08.05.";"pulse";40;NA;37828,8;18;"HI"
"1075";343;11;"asterio";378;6;"08.05.";"pulse";40;NA;128822,4;21;"Low"
"1076";344;11;"asterio";265;6;"08.05.";"pulse";40;NA;90312;21;"Low"
"1077";345;11;"asterio";280;6;"08.05.";"pulse";40;NA;95424;21;"Low"
"1078";346;11;"asterio";118;6;"08.05.";"pulse";40;NA;40214,4;21;"HI"
"1079";347;11;"asterio";79;6;"08.05.";"pulse";40;NA;26923,2;21;"HI"
"1080";348;11;"asterio";65;6;"08.05.";"pulse";40;NA;22152;21;"HI"
"1081";103;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;9;"Low"
"1082";104;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;9;"Low"
"1083";105;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;9;"Low"
"1084";106;11;"rhizo";1;6;"08.05.";"pulse";20;NA;85,2;9;"HI"
"1085";107;11;"rhizo";1;6;"08.05.";"pulse";20;NA;85,2;9;"HI"
"1086";108;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;9;"HI"
"1087";163;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;12;"Low"
"1088";164;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;12;"Low"
"1089";165;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;12;"Low"
"1090";166;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;12;"HI"
"1091";167;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;12;"HI"
"1092";168;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;12;"HI"
"1093";223;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;15;"Low"
"1094";224;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;15;"Low"
"1095";225;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;15;"Low"
"1096";226;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;15;"HI"
"1097";227;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;15;"HI"
"1098";228;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;15;"HI"
"1099";283;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;18;"Low"
"1100";284;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;18;"Low"
"1101";285;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;18;"Low"
"1102";286;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;18;"HI"
"1103";287;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;18;"HI"
"1104";288;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;18;"HI"
"1105";343;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;21;"Low"
"1106";344;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;21;"Low"
"1107";345;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;21;"Low"
"1108";346;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;21;"HI"
"1109";347;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;21;"HI"
"1110";348;11;"rhizo";0;6;"08.05.";"pulse";20;NA;0;21;"HI"
"1111";103;11;"guido";0;6;"08.05.";"pulse";20;NA;0;9;"Low"
"1112";104;11;"guido";0;6;"08.05.";"pulse";20;NA;0;9;"Low"
"1113";105;11;"guido";0;6;"08.05.";"pulse";20;NA;0;9;"Low"
"1114";106;11;"guido";0;6;"08.05.";"pulse";20;NA;0;9;"HI"
"1115";107;11;"guido";0;6;"08.05.";"pulse";20;NA;0;9;"HI"
"1116";108;11;"guido";0;6;"08.05.";"pulse";20;NA;0;9;"HI"
"1117";163;11;"guido";0;6;"08.05.";"pulse";20;NA;0;12;"Low"
"1118";164;11;"guido";0;6;"08.05.";"pulse";20;NA;0;12;"Low"
"1119";165;11;"guido";0;6;"08.05.";"pulse";20;NA;0;12;"Low"
"1120";166;11;"guido";0;6;"08.05.";"pulse";20;NA;0;12;"HI"
"1121";167;11;"guido";0;6;"08.05.";"pulse";20;NA;0;12;"HI"
"1122";168;11;"guido";0;6;"08.05.";"pulse";20;NA;0;12;"HI"
"1123";223;11;"guido";0;6;"08.05.";"pulse";20;NA;0;15;"Low"
"1124";224;11;"guido";0;6;"08.05.";"pulse";20;NA;0;15;"Low"
"1125";225;11;"guido";0;6;"08.05.";"pulse";20;NA;0;15;"Low"
"1126";226;11;"guido";0;6;"08.05.";"pulse";20;NA;0;15;"HI"
"1127";227;11;"guido";0;6;"08.05.";"pulse";20;NA;0;15;"HI"
"1128";228;11;"guido";0;6;"08.05.";"pulse";20;NA;0;15;"HI"
"1129";283;11;"guido";0;6;"08.05.";"pulse";20;NA;0;18;"Low"
"1130";284;11;"guido";0;6;"08.05.";"pulse";20;NA;0;18;"Low"
"1131";285;11;"guido";0;6;"08.05.";"pulse";20;NA;0;18;"Low"
"1132";286;11;"guido";0;6;"08.05.";"pulse";20;NA;0;18;"HI"
"1133";287;11;"guido";0;6;"08.05.";"pulse";20;NA;0;18;"HI"
"1134";288;11;"guido";0;6;"08.05.";"pulse";20;NA;0;18;"HI"
"1135";343;11;"guido";0;6;"08.05.";"pulse";20;NA;0;21;"Low"
"1136";344;11;"guido";0;6;"08.05.";"pulse";20;NA;0;21;"Low"
"1137";345;11;"guido";0;6;"08.05.";"pulse";20;NA;0;21;"Low"
"1138";346;11;"guido";0;6;"08.05.";"pulse";20;NA;0;21;"HI"
"1139";347;11;"guido";0;6;"08.05.";"pulse";20;NA;0;21;"HI"
"1140";348;11;"guido";0;6;"08.05.";"pulse";20;NA;0;21;"HI"
"1141";103;11;"dity";189;6;"08.05.";"pulse";10;NA;4025,7;9;"Low"
"1142";104;11;"dity";138;6;"08.05.";"pulse";10;NA;2939,4;9;"Low"
"1143";105;11;"dity";199;6;"08.05.";"pulse";10;NA;4238,7;9;"Low"
"1144";106;11;"dity";152;6;"08.05.";"pulse";10;NA;3237,6;9;"HI"
"1145";107;11;"dity";133;6;"08.05.";"pulse";10;NA;2832,9;9;"HI"
"1146";108;11;"dity";198;6;"08.05.";"pulse";10;NA;4217,4;9;"HI"
"1147";163;11;"dity";108;6;"08.05.";"pulse";10;NA;2300,4;12;"Low"
"1148";164;11;"dity";89;6;"08.05.";"pulse";10;NA;1895,7;12;"Low"
"1149";165;11;"dity";107;6;"08.05.";"pulse";10;NA;2279,1;12;"Low"
"1150";166;11;"dity";113;6;"08.05.";"pulse";10;NA;2406,9;12;"HI"
"1151";167;11;"dity";158;6;"08.05.";"pulse";10;NA;3365,4;12;"HI"
"1152";168;11;"dity";139;6;"08.05.";"pulse";10;NA;2960,7;12;"HI"
"1153";223;11;"dity";181;6;"08.05.";"pulse";10;NA;3855,3;15;"Low"
"1154";224;11;"dity";160;6;"08.05.";"pulse";10;NA;3408;15;"Low"
"1155";225;11;"dity";125;6;"08.05.";"pulse";10;NA;2662,5;15;"Low"
"1156";226;11;"dity";151;6;"08.05.";"pulse";10;NA;3216,3;15;"HI"
"1157";227;11;"dity";254;6;"08.05.";"pulse";10;NA;5410,2;15;"HI"
"1158";228;11;"dity";161;6;"08.05.";"pulse";10;NA;3429,3;15;"HI"
"1159";283;11;"dity";136;6;"08.05.";"pulse";10;NA;2896,8;18;"Low"
"1160";284;11;"dity";164;6;"08.05.";"pulse";10;NA;3493,2;18;"Low"
"1161";285;11;"dity";154;6;"08.05.";"pulse";10;NA;3280,2;18;"Low"
"1162";286;11;"dity";253;6;"08.05.";"pulse";10;NA;5388,9;18;"HI"
"1163";287;11;"dity";265;6;"08.05.";"pulse";10;NA;5644,5;18;"HI"
"1164";288;11;"dity";274;6;"08.05.";"pulse";10;NA;5836,2;18;"HI"
"1165";343;11;"dity";90;6;"08.05.";"pulse";10;NA;1917;21;"Low"
"1166";344;11;"dity";94;6;"08.05.";"pulse";10;NA;2002,2;21;"Low"
"1167";345;11;"dity";107;6;"08.05.";"pulse";10;NA;2279,1;21;"Low"
"1168";346;11;"dity";125;6;"08.05.";"pulse";10;NA;2662,5;21;"HI"
"1169";347;11;"dity";191;6;"08.05.";"pulse";10;NA;4068,3;21;"HI"
"1170";348;11;"dity";189;6;"08.05.";"pulse";10;NA;4025,7;21;"HI"
"1171";103;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;9;"Low"
"1172";104;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;9;"Low"
"1173";105;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;9;"Low"
"1174";106;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;9;"HI"
"1175";107;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;9;"HI"
"1176";108;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;9;"HI"
"1177";163;11;"odontella";1;10;"08.05.";"pulse";10;NA;12,78;12;"Low"
"1178";164;11;"odontella";2;10;"08.05.";"pulse";10;NA;25,56;12;"Low"
"1179";165;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;12;"Low"
"1180";166;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;12;"HI"
"1181";167;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;12;"HI"
"1182";168;11;"odontella";2;10;"08.05.";"pulse";10;NA;25,56;12;"HI"
"1183";223;11;"odontella";2;10;"08.05.";"pulse";10;NA;25,56;15;"Low"
"1184";224;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;15;"Low"
"1185";225;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;15;"Low"
"1186";226;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;15;"HI"
"1187";227;11;"odontella";1;10;"08.05.";"pulse";10;NA;12,78;15;"HI"
"1188";228;11;"odontella";2;10;"08.05.";"pulse";10;NA;25,56;15;"HI"
"1189";283;11;"odontella";1;10;"08.05.";"pulse";10;NA;12,78;18;"Low"
"1190";284;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;18;"Low"
"1191";285;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;18;"Low"
"1192";286;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;18;"HI"
"1193";287;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;18;"HI"
"1194";288;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;18;"HI"
"1195";343;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;21;"Low"
"1196";344;11;"odontella";2;10;"08.05.";"pulse";10;NA;25,56;21;"Low"
"1197";345;11;"odontella";2;10;"08.05.";"pulse";10;NA;25,56;21;"Low"
"1198";346;11;"odontella";2;10;"08.05.";"pulse";10;NA;25,56;21;"HI"
"1199";347;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;21;"HI"
"1200";348;11;"odontella";0;10;"08.05.";"pulse";10;NA;0;21;"HI"
"1201";97;24;"asterio";3;6;"03.06.";"mix";40;NA;1022,4;9;"Low"
"1202";98;24;"asterio";1;6;"03.06.";"mix";40;NA;340,8;9;"Low"
"1203";99;24;"asterio";12;6;"03.06.";"mix";40;NA;4089,6;9;"Low"
"1204";100;24;"asterio";0;6;"03.06.";"mix";40;NA;0;9;"HI"
"1205";101;24;"asterio";0;6;"03.06.";"mix";40;NA;0;9;"HI"
"1206";102;24;"asterio";1;6;"03.06.";"mix";40;NA;340,8;9;"HI"
"1207";157;24;"asterio";17;6;"03.06.";"mix";40;NA;5793,6;12;"Low"
"1208";158;24;"asterio";7;6;"03.06.";"mix";40;NA;2385,6;12;"Low"
"1209";159;24;"asterio";12;6;"03.06.";"mix";40;NA;4089,6;12;"Low"
"1210";160;24;"asterio";282;6;"03.06.";"mix";40;NA;96105,6;12;"HI"
"1211";161;24;"asterio";368;6;"03.06.";"mix";40;NA;125414,4;12;"HI"
"1212";162;24;"asterio";231;6;"03.06.";"mix";40;NA;78724,8;12;"HI"
"1213";217;24;"asterio";119;6;"03.06.";"mix";40;NA;40555,2;15;"Low"
"1214";218;24;"asterio";160;6;"03.06.";"mix";40;NA;54528;15;"Low"
"1215";219;24;"asterio";105;6;"03.06.";"mix";40;NA;35784;15;"Low"
"1216";220;24;"asterio";55;6;"03.06.";"mix";40;NA;18744;15;"HI"
"1217";221;24;"asterio";92;6;"03.06.";"mix";40;NA;31353,6;15;"HI"
"1218";222;24;"asterio";31;6;"03.06.";"mix";40;NA;10564,8;15;"HI"
"1219";277;24;"asterio";84;6;"03.06.";"mix";40;NA;28627,2;18;"Low"
"1220";278;24;"asterio";60;6;"03.06.";"mix";40;NA;20448;18;"Low"
"1221";279;24;"asterio";52;6;"03.06.";"mix";40;NA;17721,6;18;"Low"
"1222";280;24;"asterio";81;6;"03.06.";"mix";40;NA;27604,8;18;"HI"
"1223";281;24;"asterio";38;6;"03.06.";"mix";40;NA;12950,4;18;"HI"
"1224";282;24;"asterio";60;6;"03.06.";"mix";40;NA;20448;18;"HI"
"1225";337;24;"asterio";54;6;"03.06.";"mix";40;NA;18403,2;21;"Low"
"1226";338;24;"asterio";82;6;"03.06.";"mix";40;NA;27945,6;21;"Low"
"1227";339;24;"asterio";57;6;"03.06.";"mix";40;NA;19425,6;21;"Low"
"1228";340;24;"asterio";127;6;"03.06.";"mix";40;NA;43281,6;21;"HI"
"1229";341;24;"asterio";120;6;"03.06.";"mix";40;NA;40896;21;"HI"
"1230";342;24;"asterio";165;6;"03.06.";"mix";40;NA;56232;21;"HI"
"1231";97;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;9;"Low"
"1232";98;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;9;"Low"
"1233";99;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;9;"Low"
"1234";100;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;9;"HI"
"1235";101;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;9;"HI"
"1236";102;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;9;"HI"
"1237";157;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;12;"Low"
"1238";158;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;12;"Low"
"1239";159;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;12;"Low"
"1240";160;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;12;"HI"
"1241";161;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;12;"HI"
"1242";162;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;12;"HI"
"1243";217;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;15;"Low"
"1244";218;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;15;"Low"
"1245";219;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;15;"Low"
"1246";220;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;15;"HI"
"1247";221;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;15;"HI"
"1248";222;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;15;"HI"
"1249";277;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;18;"Low"
"1250";278;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;18;"Low"
"1251";279;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;18;"Low"
"1252";280;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;18;"HI"
"1253";281;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;18;"HI"
"1254";282;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;18;"HI"
"1255";337;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;21;"Low"
"1256";338;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;21;"Low"
"1257";339;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;21;"Low"
"1258";340;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;21;"HI"
"1259";341;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;21;"HI"
"1260";342;24;"rhizo";0;6;"03.06.";"mix";20;NA;0;21;"HI"
"1261";97;24;"guido";0;6;"03.06.";"mix";20;NA;0;9;"Low"
"1262";98;24;"guido";0;6;"03.06.";"mix";20;NA;0;9;"Low"
"1263";99;24;"guido";0;6;"03.06.";"mix";20;NA;0;9;"Low"
"1264";100;24;"guido";0;6;"03.06.";"mix";20;NA;0;9;"HI"
"1265";101;24;"guido";0;6;"03.06.";"mix";20;NA;0;9;"HI"
"1266";102;24;"guido";0;6;"03.06.";"mix";20;NA;0;9;"HI"
"1267";157;24;"guido";0;6;"03.06.";"mix";20;NA;0;12;"Low"
"1268";158;24;"guido";0;6;"03.06.";"mix";20;NA;0;12;"Low"
"1269";159;24;"guido";0;6;"03.06.";"mix";20;NA;0;12;"Low"
"1270";160;24;"guido";0;6;"03.06.";"mix";20;NA;0;12;"HI"
"1271";161;24;"guido";0;6;"03.06.";"mix";20;NA;0;12;"HI"
"1272";162;24;"guido";0;6;"03.06.";"mix";20;NA;0;12;"HI"
"1273";217;24;"guido";0;6;"03.06.";"mix";20;NA;0;15;"Low"
"1274";218;24;"guido";0;6;"03.06.";"mix";20;NA;0;15;"Low"
"1275";219;24;"guido";0;6;"03.06.";"mix";20;NA;0;15;"Low"
"1276";220;24;"guido";0;6;"03.06.";"mix";20;NA;0;15;"HI"
"1277";221;24;"guido";0;6;"03.06.";"mix";20;NA;0;15;"HI"
"1278";222;24;"guido";0;6;"03.06.";"mix";20;NA;0;15;"HI"
"1279";277;24;"guido";0;6;"03.06.";"mix";20;NA;0;18;"Low"
"1280";278;24;"guido";0;6;"03.06.";"mix";20;NA;0;18;"Low"
"1281";279;24;"guido";0;6;"03.06.";"mix";20;NA;0;18;"Low"
"1282";280;24;"guido";0;6;"03.06.";"mix";20;NA;0;18;"HI"
"1283";281;24;"guido";0;6;"03.06.";"mix";20;NA;0;18;"HI"
"1284";282;24;"guido";0;6;"03.06.";"mix";20;NA;0;18;"HI"
"1285";337;24;"guido";0;6;"03.06.";"mix";20;NA;0;21;"Low"
"1286";338;24;"guido";0;6;"03.06.";"mix";20;NA;0;21;"Low"
"1287";339;24;"guido";0;6;"03.06.";"mix";20;NA;0;21;"Low"
"1288";340;24;"guido";0;6;"03.06.";"mix";20;NA;0;21;"HI"
"1289";341;24;"guido";0;6;"03.06.";"mix";20;NA;0;21;"HI"
"1290";342;24;"guido";0;6;"03.06.";"mix";20;NA;0;21;"HI"
"1291";97;24;"dity";256;6;"03.06.";"mix";10;NA;5452,8;9;"Low"
"1292";98;24;"dity";177;6;"03.06.";"mix";10;NA;3770,1;9;"Low"
"1293";99;24;"dity";170;6;"03.06.";"mix";10;NA;3621;9;"Low"
"1294";100;24;"dity";218;6;"03.06.";"mix";10;NA;4643,4;9;"HI"
"1295";101;24;"dity";212;6;"03.06.";"mix";10;NA;4515,6;9;"HI"
"1296";102;24;"dity";157;6;"03.06.";"mix";10;NA;3344,1;9;"HI"
"1297";157;24;"dity";166;6;"03.06.";"mix";10;NA;3535,8;12;"Low"
"1298";158;24;"dity";174;6;"03.06.";"mix";10;NA;3706,2;12;"Low"
"1299";159;24;"dity";173;6;"03.06.";"mix";10;NA;3684,9;12;"Low"
"1300";160;24;"dity";60;6;"03.06.";"mix";10;NA;1278;12;"HI"
"1301";161;24;"dity";88;6;"03.06.";"mix";10;NA;1874,4;12;"HI"
"1302";162;24;"dity";59;6;"03.06.";"mix";10;NA;1256,7;12;"HI"
"1303";217;24;"dity";135;6;"03.06.";"mix";10;NA;2875,5;15;"Low"
"1304";218;24;"dity";128;6;"03.06.";"mix";10;NA;2726,4;15;"Low"
"1305";219;24;"dity";104;6;"03.06.";"mix";10;NA;2215,2;15;"Low"
"1306";220;24;"dity";220;6;"03.06.";"mix";10;NA;4686;15;"HI"
"1307";221;24;"dity";217;6;"03.06.";"mix";10;NA;4622,1;15;"HI"
"1308";222;24;"dity";189;6;"03.06.";"mix";10;NA;4025,7;15;"HI"
"1309";277;24;"dity";125;6;"03.06.";"mix";10;NA;2662,5;18;"Low"
"1310";278;24;"dity";146;6;"03.06.";"mix";10;NA;3109,8;18;"Low"
"1311";279;24;"dity";171;6;"03.06.";"mix";10;NA;3642,3;18;"Low"
"1312";280;24;"dity";202;6;"03.06.";"mix";10;NA;4302,6;18;"HI"
"1313";281;24;"dity";245;6;"03.06.";"mix";10;NA;5218,5;18;"HI"
"1314";282;24;"dity";213;6;"03.06.";"mix";10;NA;4536,9;18;"HI"
"1315";337;24;"dity";142;6;"03.06.";"mix";10;NA;3024,6;21;"Low"
"1316";338;24;"dity";137;6;"03.06.";"mix";10;NA;2918,1;21;"Low"
"1317";339;24;"dity";149;6;"03.06.";"mix";10;NA;3173,7;21;"Low"
"1318";340;24;"dity";150;6;"03.06.";"mix";10;NA;3195;21;"HI"
"1319";341;24;"dity";134;6;"03.06.";"mix";10;NA;2854,2;21;"HI"
"1320";342;24;"dity";124;6;"03.06.";"mix";10;NA;2641,2;21;"HI"
"1321";97;24;"odontella";0;10;"03.06.";"mix";10;NA;0;9;"Low"
"1322";98;24;"odontella";0;10;"03.06.";"mix";10;NA;0;9;"Low"
"1323";99;24;"odontella";0;10;"03.06.";"mix";10;NA;0;9;"Low"
"1324";100;24;"odontella";0;10;"03.06.";"mix";10;NA;0;9;"HI"
"1325";101;24;"odontella";0;10;"03.06.";"mix";10;NA;0;9;"HI"
"1326";102;24;"odontella";0;10;"03.06.";"mix";10;NA;0;9;"HI"
"1327";157;24;"odontella";0;10;"03.06.";"mix";10;NA;0;12;"Low"
