"","method","wavelength1","value","plate","sampling","treatment","temperature","nut","rep"
"6365","OD ","650",0.079,"all","12","pulse","21","Low","2"
"6366","OD ","800",0.051,"all","12","pulse","9","Low","2"
"6367","OD ","800",0.057,"all","12","pulse","12","Low","2"
"6368","OD ","800",0.058,"all","12","pulse","15","Low","2"
"6369","OD ","800",0.06,"all","12","pulse","18","Low","2"
"6370","OD ","800",0.077,"all","12","pulse","21","Low","2"
"6371","RFU ","395,680",60,"all","12","pulse","9","Low","3"
"6372","RFU ","395,680",50,"all","12","pulse","12","Low","3"
"6373","RFU ","395,680",123,"all","12","pulse","15","Low","3"
"6374","RFU ","395,680",146,"all","12","pulse","18","Low","3"
"6375","RFU ","395,680",267,"all","12","pulse","21","Low","3"
"6376","RFU ","614,680",10,"all","12","pulse","9","Low","3"
"6377","RFU ","614,680",12,"all","12","pulse","12","Low","3"
"6378","RFU ","614,680",24,"all","12","pulse","15","Low","3"
"6379","RFU ","614,680",24,"all","12","pulse","18","Low","3"
"6380","RFU ","614,680",48,"all","12","pulse","21","Low","3"
"6381","RFU ","440,660",53,"all","12","pulse","9","Low","3"
"6382","RFU ","440,660",49,"all","12","pulse","12","Low","3"
"6383","RFU ","440,660",75,"all","12","pulse","15","Low","3"
"6384","RFU ","440,660",95,"all","12","pulse","18","Low","3"
"6385","RFU ","440,660",163,"all","12","pulse","21","Low","3"
"6386","OD ","440",0.078,"all","12","pulse","9","Low","3"
"6387","OD ","440",0.075,"all","12","pulse","12","Low","3"
"6388","OD ","440",0.089,"all","12","pulse","15","Low","3"
"6389","OD ","440",0.085,"all","12","pulse","18","Low","3"
"6390","OD ","440",0.095,"all","12","pulse","21","Low","3"
"6391","OD ","450",0.077,"all","12","pulse","9","Low","3"
"6392","OD ","450",0.073,"all","12","pulse","12","Low","3"
"6393","OD ","450",0.087,"all","12","pulse","15","Low","3"
"6394","OD ","450",0.083,"all","12","pulse","18","Low","3"
"6395","OD ","450",0.105,"all","12","pulse","21","Low","3"
"6396","OD ","650",0.058,"all","12","pulse","9","Low","3"
"6397","OD ","650",0.053,"all","12","pulse","12","Low","3"
"6398","OD ","650",0.066,"all","12","pulse","15","Low","3"
"6399","OD ","650",0.064,"all","12","pulse","18","Low","3"
"6400","OD ","650",0.083,"all","12","pulse","21","Low","3"
"6401","OD ","800",0.053,"all","12","pulse","9","Low","3"
"6402","OD ","800",0.054,"all","12","pulse","12","Low","3"
"6403","OD ","800",0.062,"all","12","pulse","15","Low","3"
"6404","OD ","800",0.06,"all","12","pulse","18","Low","3"
"6405","OD ","800",0.081,"all","12","pulse","21","Low","3"
"6406","RFU ","395,680",51,"all","12","pulse","9","HI","1"
"6407","RFU ","395,680",46,"all","12","pulse","12","HI","1"
"6408","RFU ","395,680",80,"all","12","pulse","15","HI","1"
"6409","RFU ","395,680",85,"all","12","pulse","18","HI","1"
"6410","RFU ","395,680",317,"all","12","pulse","21","HI","1"
"6411","RFU ","614,680",9,"all","12","pulse","9","HI","1"
"6412","RFU ","614,680",8,"all","12","pulse","12","HI","1"
"6413","RFU ","614,680",17,"all","12","pulse","15","HI","1"
"6414","RFU ","614,680",16,"all","12","pulse","18","HI","1"
"6415","RFU ","614,680",61,"all","12","pulse","21","HI","1"
"6416","RFU ","440,660",57,"all","12","pulse","9","HI","1"
"6417","RFU ","440,660",30,"all","12","pulse","12","HI","1"
"6418","RFU ","440,660",57,"all","12","pulse","15","HI","1"
"6419","RFU ","440,660",83,"all","12","pulse","18","HI","1"
"6420","RFU ","440,660",210,"all","12","pulse","21","HI","1"
"6421","OD ","440",0.073,"all","12","pulse","9","HI","1"
"6422","OD ","440",0.072,"all","12","pulse","12","HI","1"
"6423","OD ","440",0.083,"all","12","pulse","15","HI","1"
"6424","OD ","440",0.088,"all","12","pulse","18","HI","1"
"6425","OD ","440",0.109,"all","12","pulse","21","HI","1"
"6426","OD ","450",0.071,"all","12","pulse","9","HI","1"
"6427","OD ","450",0.071,"all","12","pulse","12","HI","1"
"6428","OD ","450",0.082,"all","12","pulse","15","HI","1"
"6429","OD ","450",0.086,"all","12","pulse","18","HI","1"
"6430","OD ","450",0.109,"all","12","pulse","21","HI","1"
"6431","OD ","650",0.053,"all","12","pulse","9","HI","1"
"6432","OD ","650",0.052,"all","12","pulse","12","HI","1"
"6433","OD ","650",0.061,"all","12","pulse","15","HI","1"
"6434","OD ","650",0.063,"all","12","pulse","18","HI","1"
"6435","OD ","650",0.084,"all","12","pulse","21","HI","1"
"6436","OD ","800",0.051,"all","12","pulse","9","HI","1"
"6437","OD ","800",0.051,"all","12","pulse","12","HI","1"
"6438","OD ","800",0.059,"all","12","pulse","15","HI","1"
"6439","OD ","800",0.061,"all","12","pulse","18","HI","1"
"6440","OD ","800",0.079,"all","12","pulse","21","HI","1"
"6441","RFU ","395,680",42,"all","12","pulse","9","HI","2"
"6442","RFU ","395,680",55,"all","12","pulse","12","HI","2"
"6443","RFU ","395,680",54,"all","12","pulse","15","HI","2"
"6444","RFU ","395,680",100,"all","12","pulse","18","HI","2"
"6445","RFU ","395,680",283,"all","12","pulse","21","HI","2"
"6446","RFU ","614,680",5,"all","12","pulse","9","HI","2"
"6447","RFU ","614,680",5,"all","12","pulse","12","HI","2"
"6448","RFU ","614,680",13,"all","12","pulse","15","HI","2"
"6449","RFU ","614,680",13,"all","12","pulse","18","HI","2"
"6450","RFU ","614,680",62,"all","12","pulse","21","HI","2"
"6451","RFU ","440,660",37,"all","12","pulse","9","HI","2"
"6452","RFU ","440,660",48,"all","12","pulse","12","HI","2"
"6453","RFU ","440,660",49,"all","12","pulse","15","HI","2"
"6454","RFU ","440,660",64,"all","12","pulse","18","HI","2"
"6455","RFU ","440,660",185,"all","12","pulse","21","HI","2"
"6456","OD ","440",0.067,"all","12","pulse","9","HI","2"
"6457","OD ","440",0.071,"all","12","pulse","12","HI","2"
"6458","OD ","440",0.076,"all","12","pulse","15","HI","2"
"6459","OD ","440",0.08,"all","12","pulse","18","HI","2"
"6460","OD ","440",0.109,"all","12","pulse","21","HI","2"
"6461","OD ","450",0.066,"all","12","pulse","9","HI","2"
"6462","OD ","450",0.07,"all","12","pulse","12","HI","2"
"6463","OD ","450",0.074,"all","12","pulse","15","HI","2"
"6464","OD ","450",0.079,"all","12","pulse","18","HI","2"
"6465","OD ","450",0.106,"all","12","pulse","21","HI","2"
"6466","OD ","650",0.049,"all","12","pulse","9","HI","2"
"6467","OD ","650",0.053,"all","12","pulse","12","HI","2"
"6468","OD ","650",0.055,"all","12","pulse","15","HI","2"
"6469","OD ","650",0.057,"all","12","pulse","18","HI","2"
"6470","OD ","650",0.079,"all","12","pulse","21","HI","2"
"6471","OD ","800",0.049,"all","12","pulse","9","HI","2"
"6472","OD ","800",0.05,"all","12","pulse","12","HI","2"
"6473","OD ","800",0.053,"all","12","pulse","15","HI","2"
"6474","OD ","800",0.055,"all","12","pulse","18","HI","2"
"6475","OD ","800",0.073,"all","12","pulse","21","HI","2"
"6476","RFU ","395,680",76,"all","12","pulse","9","HI","3"
"6477","RFU ","395,680",47,"all","12","pulse","12","HI","3"
"6478","RFU ","395,680",71,"all","12","pulse","15","HI","3"
"6479","RFU ","395,680",149,"all","12","pulse","18","HI","3"
"6480","RFU ","395,680",290,"all","12","pulse","21","HI","3"
"6481","RFU ","614,680",19,"all","12","pulse","9","HI","3"
"6482","RFU ","614,680",5,"all","12","pulse","12","HI","3"
"6483","RFU ","614,680",13,"all","12","pulse","15","HI","3"
"6484","RFU ","614,680",20,"all","12","pulse","18","HI","3"
"6485","RFU ","614,680",49,"all","12","pulse","21","HI","3"
"6486","RFU ","440,660",56,"all","12","pulse","9","HI","3"
"6487","RFU ","440,660",42,"all","12","pulse","12","HI","3"
"6488","RFU ","440,660",57,"all","12","pulse","15","HI","3"
"6489","RFU ","440,660",120,"all","12","pulse","18","HI","3"
"6490","RFU ","440,660",173,"all","12","pulse","21","HI","3"
"6491","OD ","440",0.076,"all","12","pulse","9","HI","3"
"6492","OD ","440",0.071,"all","12","pulse","12","HI","3"
"6493","OD ","440",0.08,"all","12","pulse","15","HI","3"
"6494","OD ","440",0.094,"all","12","pulse","18","HI","3"
"6495","OD ","440",0.108,"all","12","pulse","21","HI","3"
"6496","OD ","450",0.075,"all","12","pulse","9","HI","3"
"6497","OD ","450",0.07,"all","12","pulse","12","HI","3"
"6498","OD ","450",0.078,"all","12","pulse","15","HI","3"
"6499","OD ","450",0.092,"all","12","pulse","18","HI","3"
"6500","OD ","450",0.108,"all","12","pulse","21","HI","3"
"6501","OD ","650",0.055,"all","12","pulse","9","HI","3"
"6502","OD ","650",0.051,"all","12","pulse","12","HI","3"
"6503","OD ","650",0.057,"all","12","pulse","15","HI","3"
"6504","OD ","650",0.068,"all","12","pulse","18","HI","3"
"6505","OD ","650",0.076,"all","12","pulse","21","HI","3"
"6506","OD ","800",0.053,"all","12","pulse","9","HI","3"
"6507","OD ","800",0.05,"all","12","pulse","12","HI","3"
"6508","OD ","800",0.055,"all","12","pulse","15","HI","3"
"6509","OD ","800",0.064,"all","12","pulse","18","HI","3"
"6510","OD ","800",0.067,"all","12","pulse","21","HI","3"
"6511","RFU ","395,680",45,"all","11","pulse","9","Low","1"
"6512","RFU ","395,680",102,"all","11","pulse","12","Low","1"
"6513","RFU ","395,680",223,"all","11","pulse","15","Low","1"
"6514","RFU ","395,680",574,"all","11","pulse","18","Low","1"
"6515","RFU ","395,680",593,"all","11","pulse","21","Low","1"
"6516","RFU ","614,680",10,"all","11","pulse","9","Low","1"
"6517","RFU ","614,680",20,"all","11","pulse","12","Low","1"
"6518","RFU ","614,680",36,"all","11","pulse","15","Low","1"
"6519","RFU ","614,680",78,"all","11","pulse","18","Low","1"
"6520","RFU ","614,680",113,"all","11","pulse","21","Low","1"
"6521","RFU ","440,660",44,"all","11","pulse","9","Low","1"
"6522","RFU ","440,660",81,"all","11","pulse","12","Low","1"
"6523","RFU ","440,660",159,"all","11","pulse","15","Low","1"
"6524","RFU ","440,660",275,"all","11","pulse","18","Low","1"
"6525","RFU ","440,660",362,"all","11","pulse","21","Low","1"
"6526","OD ","440",0.088,"all","11","pulse","9","Low","1"
"6527","OD ","440",0.09,"all","11","pulse","12","Low","1"
"6528","OD ","440",0.094,"all","11","pulse","15","Low","1"
"6529","OD ","440",0.099,"all","11","pulse","18","Low","1"
"6530","OD ","440",0.138,"all","11","pulse","21","Low","1"
"6531","OD ","450",0.084,"all","11","pulse","9","Low","1"
"6532","OD ","450",0.088,"all","11","pulse","12","Low","1"
"6533","OD ","450",0.095,"all","11","pulse","15","Low","1"
"6534","OD ","450",0.11,"all","11","pulse","18","Low","1"
"6535","OD ","450",0.14,"all","11","pulse","21","Low","1"
"6536","OD ","650",0.063,"all","11","pulse","9","Low","1"
"6537","OD ","650",0.066,"all","11","pulse","12","Low","1"
"6538","OD ","650",0.072,"all","11","pulse","15","Low","1"
"6539","OD ","650",0.088,"all","11","pulse","18","Low","1"
"6540","OD ","650",0.115,"all","11","pulse","21","Low","1"
"6541","OD ","800",0.053,"all","11","pulse","9","Low","1"
"6542","OD ","800",0.064,"all","11","pulse","12","Low","1"
"6543","OD ","800",0.068,"all","11","pulse","15","Low","1"
"6544","OD ","800",0.084,"all","11","pulse","18","Low","1"
"6545","OD ","800",0.108,"all","11","pulse","21","Low","1"
"6546","RFU ","395,680",21,"all","11","pulse","9","Low","2"
"6547","RFU ","395,680",46,"all","11","pulse","12","Low","2"
"6548","RFU ","395,680",100,"all","11","pulse","15","Low","2"
"6549","RFU ","395,680",332,"all","11","pulse","18","Low","2"
"6550","RFU ","395,680",570,"all","11","pulse","21","Low","2"
"6551","RFU ","614,680",4,"all","11","pulse","9","Low","2"
"6552","RFU ","614,680",9,"all","11","pulse","12","Low","2"
"6553","RFU ","614,680",22,"all","11","pulse","15","Low","2"
"6554","RFU ","614,680",56,"all","11","pulse","18","Low","2"
"6555","RFU ","614,680",117,"all","11","pulse","21","Low","2"
"6556","RFU ","440,660",25,"all","11","pulse","9","Low","2"
"6557","RFU ","440,660",52,"all","11","pulse","12","Low","2"
"6558","RFU ","440,660",74,"all","11","pulse","15","Low","2"
"6559","RFU ","440,660",258,"all","11","pulse","18","Low","2"
"6560","RFU ","440,660",369,"all","11","pulse","21","Low","2"
"6561","OD ","440",0.071,"all","11","pulse","9","Low","2"
"6562","OD ","440",0.074,"all","11","pulse","12","Low","2"
"6563","OD ","440",0.095,"all","11","pulse","15","Low","2"
"6564","OD ","440",0.111,"all","11","pulse","18","Low","2"
"6565","OD ","440",0.13,"all","11","pulse","21","Low","2"
"6566","OD ","450",0.069,"all","11","pulse","9","Low","2"
"6567","OD ","450",0.073,"all","11","pulse","12","Low","2"
"6568","OD ","450",0.081,"all","11","pulse","15","Low","2"
"6569","OD ","450",0.117,"all","11","pulse","18","Low","2"
"6570","OD ","450",0.119,"all","11","pulse","21","Low","2"
"6571","OD ","650",0.053,"all","11","pulse","9","Low","2"
"6572","OD ","650",0.056,"all","11","pulse","12","Low","2"
"6573","OD ","650",0.075,"all","11","pulse","15","Low","2"
"6574","OD ","650",0.087,"all","11","pulse","18","Low","2"
"6575","OD ","650",0.094,"all","11","pulse","21","Low","2"
"6576","OD ","800",0.05,"all","11","pulse","9","Low","2"
"6577","OD ","800",0.057,"all","11","pulse","12","Low","2"
"6578","OD ","800",0.07,"all","11","pulse","15","Low","2"
"6579","OD ","800",0.087,"all","11","pulse","18","Low","2"
"6580","OD ","800",0.092,"all","11","pulse","21","Low","2"
"6581","RFU ","395,680",41,"all","11","pulse","9","Low","3"
"6582","RFU ","395,680",63,"all","11","pulse","12","Low","3"
"6583","RFU ","395,680",129,"all","11","pulse","15","Low","3"
"6584","RFU ","395,680",323,"all","11","pulse","18","Low","3"
"6585","RFU ","395,680",612,"all","11","pulse","21","Low","3"
"6586","RFU ","614,680",6,"all","11","pulse","9","Low","3"
"6587","RFU ","614,680",12,"all","11","pulse","12","Low","3"
"6588","RFU ","614,680",26,"all","11","pulse","15","Low","3"
"6589","RFU ","614,680",73,"all","11","pulse","18","Low","3"
"6590","RFU ","614,680",96,"all","11","pulse","21","Low","3"
"6591","RFU ","440,660",29,"all","11","pulse","9","Low","3"
"6592","RFU ","440,660",46,"all","11","pulse","12","Low","3"
"6593","RFU ","440,660",90,"all","11","pulse","15","Low","3"
"6594","RFU ","440,660",310,"all","11","pulse","18","Low","3"
"6595","RFU ","440,660",348,"all","11","pulse","21","Low","3"
"6596","OD ","440",0.075,"all","11","pulse","9","Low","3"
"6597","OD ","440",0.077,"all","11","pulse","12","Low","3"
"6598","OD ","440",0.079,"all","11","pulse","15","Low","3"
"6599","OD ","440",0.109,"all","11","pulse","18","Low","3"
"6600","OD ","440",0.104,"all","11","pulse","21","Low","3"
"6601","OD ","450",0.073,"all","11","pulse","9","Low","3"
"6602","OD ","450",0.077,"all","11","pulse","12","Low","3"
"6603","OD ","450",0.078,"all","11","pulse","15","Low","3"
"6604","OD ","450",0.109,"all","11","pulse","18","Low","3"
"6605","OD ","450",0.118,"all","11","pulse","21","Low","3"
"6606","OD ","650",0.056,"all","11","pulse","9","Low","3"
"6607","OD ","650",0.057,"all","11","pulse","12","Low","3"
"6608","OD ","650",0.058,"all","11","pulse","15","Low","3"
"6609","OD ","650",0.084,"all","11","pulse","18","Low","3"
"6610","OD ","650",0.092,"all","11","pulse","21","Low","3"
"6611","OD ","800",0.052,"all","11","pulse","9","Low","3"
"6612","OD ","800",0.056,"all","11","pulse","12","Low","3"
"6613","OD ","800",0.056,"all","11","pulse","15","Low","3"
"6614","OD ","800",0.079,"all","11","pulse","18","Low","3"
"6615","OD ","800",0.088,"all","11","pulse","21","Low","3"
"6616","RFU ","395,680",39,"all","11","pulse","9","HI","1"
"6617","RFU ","395,680",69,"all","11","pulse","12","HI","1"
"6618","RFU ","395,680",59,"all","11","pulse","15","HI","1"
"6619","RFU ","395,680",177,"all","11","pulse","18","HI","1"
"6620","RFU ","395,680",376,"all","11","pulse","21","HI","1"
"6621","RFU ","614,680",11,"all","11","pulse","9","HI","1"
"6622","RFU ","614,680",15,"all","11","pulse","12","HI","1"
"6623","RFU ","614,680",6,"all","11","pulse","15","HI","1"
"6624","RFU ","614,680",24,"all","11","pulse","18","HI","1"
"6625","RFU ","614,680",66,"all","11","pulse","21","HI","1"
"6626","RFU ","440,660",41,"all","11","pulse","9","HI","1"
"6627","RFU ","440,660",40,"all","11","pulse","12","HI","1"
"6628","RFU ","440,660",52,"all","11","pulse","15","HI","1"
"6629","RFU ","440,660",149,"all","11","pulse","18","HI","1"
"6630","RFU ","440,660",287,"all","11","pulse","21","HI","1"
"6631","OD ","440",0.069,"all","11","pulse","9","HI","1"
"6632","OD ","440",0.073,"all","11","pulse","12","HI","1"
"6633","OD ","440",0.08,"all","11","pulse","15","HI","1"
"6634","OD ","440",0.093,"all","11","pulse","18","HI","1"
"6635","OD ","440",0.12,"all","11","pulse","21","HI","1"
"6636","OD ","450",0.067,"all","11","pulse","9","HI","1"
"6637","OD ","450",0.071,"all","11","pulse","12","HI","1"
"6638","OD ","450",0.077,"all","11","pulse","15","HI","1"
"6639","OD ","450",0.09,"all","11","pulse","18","HI","1"
"6640","OD ","450",0.116,"all","11","pulse","21","HI","1"
"6641","OD ","650",0.052,"all","11","pulse","9","HI","1"
"6642","OD ","650",0.054,"all","11","pulse","12","HI","1"
"6643","OD ","650",0.058,"all","11","pulse","15","HI","1"
"6644","OD ","650",0.068,"all","11","pulse","18","HI","1"
"6645","OD ","650",0.083,"all","11","pulse","21","HI","1"
"6646","OD ","800",0.05,"all","11","pulse","9","HI","1"
"6647","OD ","800",0.053,"all","11","pulse","12","HI","1"
"6648","OD ","800",0.056,"all","11","pulse","15","HI","1"
"6649","OD ","800",0.065,"all","11","pulse","18","HI","1"
"6650","OD ","800",0.082,"all","11","pulse","21","HI","1"
"6651","RFU ","395,680",32,"all","11","pulse","9","HI","2"
"6652","RFU ","395,680",70,"all","11","pulse","12","HI","2"
"6653","RFU ","395,680",79,"all","11","pulse","15","HI","2"
"6654","RFU ","395,680",179,"all","11","pulse","18","HI","2"
"6655","RFU ","395,680",471,"all","11","pulse","21","HI","2"
"6656","RFU ","614,680",4,"all","11","pulse","9","HI","2"
"6657","RFU ","614,680",16,"all","11","pulse","12","HI","2"
"6658","RFU ","614,680",14,"all","11","pulse","15","HI","2"
"6659","RFU ","614,680",41,"all","11","pulse","18","HI","2"
"6660","RFU ","614,680",65,"all","11","pulse","21","HI","2"
"6661","RFU ","440,660",29,"all","11","pulse","9","HI","2"
"6662","RFU ","440,660",58,"all","11","pulse","12","HI","2"
"6663","RFU ","440,660",62,"all","11","pulse","15","HI","2"
"6664","RFU ","440,660",100,"all","11","pulse","18","HI","2"
"6665","RFU ","440,660",147,"all","11","pulse","21","HI","2"
"6666","OD ","440",0.066,"all","11","pulse","9","HI","2"
"6667","OD ","440",0.065,"all","11","pulse","12","HI","2"
"6668","OD ","440",0.072,"all","11","pulse","15","HI","2"
"6669","OD ","440",0.08,"all","11","pulse","18","HI","2"
"6670","OD ","440",0.104,"all","11","pulse","21","HI","2"
"6671","OD ","450",0.064,"all","11","pulse","9","HI","2"
"6672","OD ","450",0.064,"all","11","pulse","12","HI","2"
"6673","OD ","450",0.07,"all","11","pulse","15","HI","2"
"6674","OD ","450",0.083,"all","11","pulse","18","HI","2"
"6675","OD ","450",0.105,"all","11","pulse","21","HI","2"
"6676","OD ","650",0.049,"all","11","pulse","9","HI","2"
"6677","OD ","650",0.049,"all","11","pulse","12","HI","2"
"6678","OD ","650",0.053,"all","11","pulse","15","HI","2"
"6679","OD ","650",0.057,"all","11","pulse","18","HI","2"
"6680","OD ","650",0.076,"all","11","pulse","21","HI","2"
"6681","OD ","800",0.048,"all","11","pulse","9","HI","2"
"6682","OD ","800",0.048,"all","11","pulse","12","HI","2"
"6683","OD ","800",0.052,"all","11","pulse","15","HI","2"
"6684","OD ","800",0.055,"all","11","pulse","18","HI","2"
"6685","OD ","800",0.07,"all","11","pulse","21","HI","2"
"6686","RFU ","395,680",66,"all","11","pulse","9","HI","3"
"6687","RFU ","395,680",44,"all","11","pulse","12","HI","3"
"6688","RFU ","395,680",129,"all","11","pulse","15","HI","3"
"6689","RFU ","395,680",285,"all","11","pulse","18","HI","3"
"6690","RFU ","395,680",352,"all","11","pulse","21","HI","3"
"6691","RFU ","614,680",14,"all","11","pulse","9","HI","3"
"6692","RFU ","614,680",13,"all","11","pulse","12","HI","3"
"6693","RFU ","614,680",15,"all","11","pulse","15","HI","3"
"6694","RFU ","614,680",73,"all","11","pulse","18","HI","3"
"6695","RFU ","614,680",54,"all","11","pulse","21","HI","3"
"6696","RFU ","440,660",41,"all","11","pulse","9","HI","3"
"6697","RFU ","440,660",48,"all","11","pulse","12","HI","3"
"6698","RFU ","440,660",62,"all","11","pulse","15","HI","3"
"6699","RFU ","440,660",241,"all","11","pulse","18","HI","3"
"6700","RFU ","440,660",275,"all","11","pulse","21","HI","3"
"6701","OD ","440",0.074,"all","11","pulse","9","HI","3"
"6702","OD ","440",0.073,"all","11","pulse","12","HI","3"
"6703","OD ","440",0.092,"all","11","pulse","15","HI","3"
"6704","OD ","440",0.108,"all","11","pulse","18","HI","3"
"6705","OD ","440",0.105,"all","11","pulse","21","HI","3"
"6706","OD ","450",0.074,"all","11","pulse","9","HI","3"
"6707","OD ","450",0.071,"all","11","pulse","12","HI","3"
"6708","OD ","450",0.089,"all","11","pulse","15","HI","3"
"6709","OD ","450",0.111,"all","11","pulse","18","HI","3"
"6710","OD ","450",0.101,"all","11","pulse","21","HI","3"
"6711","OD ","650",0.054,"all","11","pulse","9","HI","3"
"6712","OD ","650",0.052,"all","11","pulse","12","HI","3"
"6713","OD ","650",0.065,"all","11","pulse","15","HI","3"
"6714","OD ","650",0.077,"all","11","pulse","18","HI","3"
"6715","OD ","650",0.075,"all","11","pulse","21","HI","3"
"6716","OD ","800",0.052,"all","11","pulse","9","HI","3"
"6717","OD ","800",0.051,"all","11","pulse","12","HI","3"
"6718","OD ","800",0.061,"all","11","pulse","15","HI","3"
"6719","OD ","800",0.073,"all","11","pulse","18","HI","3"
"6720","OD ","800",0.07,"all","11","pulse","21","HI","3"
"6721","RFU ","395,680",87,"all","10","pulse","9","Low","1"
"6722","RFU ","395,680",87,"all","10","pulse","12","Low","1"
"6723","RFU ","395,680",254,"all","10","pulse","15","Low","1"
"6724","RFU ","395,680",361,"all","10","pulse","18","Low","1"
"6725","RFU ","395,680",271,"all","10","pulse","21","Low","1"
"6726","RFU ","614,680",17,"all","10","pulse","9","Low","1"
"6727","RFU ","614,680",16,"all","10","pulse","12","Low","1"
"6728","RFU ","614,680",55,"all","10","pulse","15","Low","1"
"6729","RFU ","614,680",80,"all","10","pulse","18","Low","1"
"6730","RFU ","614,680",50,"all","10","pulse","21","Low","1"
"6731","RFU ","440,660",56,"all","10","pulse","9","Low","1"
"6732","RFU ","440,660",74,"all","10","pulse","12","Low","1"
"6733","RFU ","440,660",174,"all","10","pulse","15","Low","1"
"6734","RFU ","440,660",244,"all","10","pulse","18","Low","1"
"6735","RFU ","440,660",211,"all","10","pulse","21","Low","1"
"6736","OD ","440",0.128,"all","10","pulse","9","Low","1"
"6737","OD ","440",0.085,"all","10","pulse","12","Low","1"
"6738","OD ","440",0.098,"all","10","pulse","15","Low","1"
"6739","OD ","440",0.102,"all","10","pulse","18","Low","1"
"6740","OD ","440",0.164,"all","10","pulse","21","Low","1"
"6741","OD ","450",0.126,"all","10","pulse","9","Low","1"
"6742","OD ","450",0.083,"all","10","pulse","12","Low","1"
"6743","OD ","450",0.095,"all","10","pulse","15","Low","1"
"6744","OD ","450",0.102,"all","10","pulse","18","Low","1"
"6745","OD ","450",0.161,"all","10","pulse","21","Low","1"
"6746","OD ","650",0.1,"all","10","pulse","9","Low","1"
"6747","OD ","650",0.06,"all","10","pulse","12","Low","1"
"6748","OD ","650",0.074,"all","10","pulse","15","Low","1"
"6749","OD ","650",0.078,"all","10","pulse","18","Low","1"
"6750","OD ","650",0.125,"all","10","pulse","21","Low","1"
"6751","OD ","800",0.091,"all","10","pulse","9","Low","1"
"6752","OD ","800",0.061,"all","10","pulse","12","Low","1"
"6753","OD ","800",0.071,"all","10","pulse","15","Low","1"
"6754","OD ","800",0.075,"all","10","pulse","18","Low","1"
"6755","OD ","800",0.116,"all","10","pulse","21","Low","1"
"6756","RFU ","395,680",43,"all","10","pulse","9","Low","2"
"6757","RFU ","395,680",68,"all","10","pulse","12","Low","2"
"6758","RFU ","395,680",174,"all","10","pulse","15","Low","2"
"6759","RFU ","395,680",259,"all","10","pulse","18","Low","2"
"6760","RFU ","395,680",203,"all","10","pulse","21","Low","2"
"6761","RFU ","614,680",8,"all","10","pulse","9","Low","2"
"6762","RFU ","614,680",7,"all","10","pulse","12","Low","2"
"6763","RFU ","614,680",27,"all","10","pulse","15","Low","2"
"6764","RFU ","614,680",54,"all","10","pulse","18","Low","2"
"6765","RFU ","614,680",44,"all","10","pulse","21","Low","2"
"6766","RFU ","440,660",32,"all","10","pulse","9","Low","2"
"6767","RFU ","440,660",61,"all","10","pulse","12","Low","2"
"6768","RFU ","440,660",87,"all","10","pulse","15","Low","2"
"6769","RFU ","440,660",178,"all","10","pulse","18","Low","2"
"6770","RFU ","440,660",154,"all","10","pulse","21","Low","2"
"6771","OD ","440",0.074,"all","10","pulse","9","Low","2"
"6772","OD ","440",0.076,"all","10","pulse","12","Low","2"
"6773","OD ","440",0.08,"all","10","pulse","15","Low","2"
"6774","OD ","440",0.099,"all","10","pulse","18","Low","2"
"6775","OD ","440",0.11,"all","10","pulse","21","Low","2"
"6776","OD ","450",0.071,"all","10","pulse","9","Low","2"
"6777","OD ","450",0.075,"all","10","pulse","12","Low","2"
"6778","OD ","450",0.078,"all","10","pulse","15","Low","2"
"6779","OD ","450",0.098,"all","10","pulse","18","Low","2"
"6780","OD ","450",0.109,"all","10","pulse","21","Low","2"
"6781","OD ","650",0.055,"all","10","pulse","9","Low","2"
"6782","OD ","650",0.057,"all","10","pulse","12","Low","2"
"6783","OD ","650",0.06,"all","10","pulse","15","Low","2"
"6784","OD ","650",0.079,"all","10","pulse","18","Low","2"
"6785","OD ","650",0.083,"all","10","pulse","21","Low","2"
"6786","OD ","800",0.05,"all","10","pulse","9","Low","2"
"6787","OD ","800",0.059,"all","10","pulse","12","Low","2"
"6788","OD ","800",0.056,"all","10","pulse","15","Low","2"
"6789","OD ","800",0.071,"all","10","pulse","18","Low","2"
"6790","OD ","800",0.082,"all","10","pulse","21","Low","2"
"6791","RFU ","395,680",57,"all","10","pulse","9","Low","3"
"6792","RFU ","395,680",68,"all","10","pulse","12","Low","3"
"6793","RFU ","395,680",175,"all","10","pulse","15","Low","3"
"6794","RFU ","395,680",199,"all","10","pulse","18","Low","3"
"6795","RFU ","395,680",222,"all","10","pulse","21","Low","3"
"6796","RFU ","614,680",11,"all","10","pulse","9","Low","3"
"6797","RFU ","614,680",9,"all","10","pulse","12","Low","3"
"6798","RFU ","614,680",31,"all","10","pulse","15","Low","3"
"6799","RFU ","614,680",38,"all","10","pulse","18","Low","3"
"6800","RFU ","614,680",39,"all","10","pulse","21","Low","3"
"6801","RFU ","440,660",35,"all","10","pulse","9","Low","3"
"6802","RFU ","440,660",48,"all","10","pulse","12","Low","3"
"6803","RFU ","440,660",94,"all","10","pulse","15","Low","3"
"6804","RFU ","440,660",156,"all","10","pulse","18","Low","3"
"6805","RFU ","440,660",163,"all","10","pulse","21","Low","3"
"6806","OD ","440",0.075,"all","10","pulse","9","Low","3"
"6807","OD ","440",0.083,"all","10","pulse","12","Low","3"
"6808","OD ","440",0.08,"all","10","pulse","15","Low","3"
